customer_id,first_name,last_name,age,gender,location,subscription_length_months,monthly_bill,total_usage_gb,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,customer_service_calls,satisfaction_score,last_payment_days_ago,last_login_days_ago,credit_score,support_tickets,avg_monthly_usage_growth,churn_probability,churn
CUST_003112,Christopher,Sanchez,40,Female,San Antonio,13,39.65,61.9,1,1,Fiber optic,0,0,1,1,0,0,One year,1,Credit card,4,3.4,3,3,670,0,-0.239,0.8,1
CUST_003113,Daniel,Garcia,40,Male,San Diego,3,82.84,38.4,1,0,Fiber optic,0,1,0,0,0,1,One year,0,Credit card,1,8.3,51,3,658,0,-0.223,0.685,0
CUST_003114,Anthony,Clark,26,Male,Charlotte,5,65.76,81.7,1,0,Fiber optic,1,1,1,0,1,0,Two year,1,Mailed check,3,6.9,6,1,592,3,-0.102,0.5,1
CUST_003115,Thomas,Gonzalez,50,Male,Charlotte,8,111.7,96.0,1,0,Fiber optic,1,0,0,1,0,0,Two year,1,Credit card,1,9.3,29,4,707,2,0.256,0.532,1
CUST_003116,Matthew,Johnson,48,Female,Los Angeles,17,48.57,1.4,1,0,DSL,1,0,1,1,0,0,Two year,1,Credit card,3,8.8,12,3,615,2,0.093,0.493,0
CUST_003117,Donna,Williams,42,Male,Philadelphia,10,68.34,11.7,1,0,DSL,1,0,0,1,0,0,One year,0,Electronic check,1,6.2,3,13,517,2,-0.175,0.599,1
CUST_003118,Donald,Wilson,33,Male,Charlotte,8,33.81,29.0,1,0,Fiber optic,1,0,0,0,0,0,One year,1,Mailed check,2,4.7,4,2,608,3,0.129,0.603,0
CUST_003119,Robert,Lewis,60,Female,Houston,14,30.71,120.1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,3,7.1,12,6,610,4,0.071,0.709,1
CUST_003120,Barbara,Thompson,69,Male,Houston,4,84.65,27.6,0,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,2,8.9,13,7,512,1,0.334,0.591,0
CUST_003121,Sarah,Martinez,37,Male,Los Angeles,1,32.65,44.7,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Electronic check,0,8.7,9,7,657,1,0.273,0.741,1
CUST_003122,Betty,Hernandez,35,Female,New York,1,60.87,1.0,1,0,DSL,1,0,1,0,0,0,One year,0,Mailed check,1,8.0,35,4,569,2,0.179,0.549,1
CUST_003123,Elizabeth,Jackson,52,Female,Fort Worth,5,99.93,89.4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,3,5.8,12,4,653,1,-0.299,0.8,1
CUST_003124,Betty,White,39,Male,Fort Worth,1,89.9,62.8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,3,5.7,2,8,725,6,-0.08,0.8,1
CUST_003125,Robert,Anderson,42,Female,Charlotte,7,51.12,65.9,1,0,Fiber optic,0,0,0,1,1,1,One year,1,Mailed check,1,4.0,0,0,739,0,-0.098,0.444,1
CUST_003126,Betty,Harris,56,Male,Columbus,26,35.33,108.4,1,1,DSL,1,1,1,0,1,0,Month-to-month,1,Credit card,2,5.8,21,1,525,1,0.235,0.679,1
CUST_003127,Nancy,Perez,18,Female,Los Angeles,22,81.76,10.2,1,0,Fiber optic,0,0,0,1,1,0,One year,0,Bank transfer,3,5.7,4,3,774,3,-0.026,0.316,0
CUST_003128,Jessica,Anderson,64,Male,New York,16,114.08,23.5,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,1,9.6,45,6,849,1,0.302,0.564,1
CUST_003129,Patricia,Martin,46,Female,Charlotte,34,51.17,286.9,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,3,6.5,15,0,730,1,-0.098,0.316,1
CUST_003130,Donald,Sanchez,38,Female,Houston,5,48.36,8.7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card,1,6.2,4,10,841,1,0.15,0.73,1
CUST_003131,Sarah,Rodriguez,43,Female,Chicago,38,54.06,68.4,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,2,7.6,36,3,722,5,-0.156,0.668,1
CUST_003132,Lisa,Hernandez,44,Female,Charlotte,9,83.82,84.6,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card,1,8.2,0,2,675,0,0.338,0.491,1
CUST_003133,Mary,Robinson,19,Male,Dallas,9,109.01,86.9,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,0,6.0,8,0,629,2,0.173,0.559,0
CUST_003134,Nancy,Ramirez,67,Male,Los Angeles,9,40.62,12.4,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,0,5.5,2,4,750,4,0.003,0.616,1
CUST_003135,Karen,Sanchez,45,Male,Charlotte,1,36.62,11.3,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,3,7.7,30,7,548,0,0.078,0.762,1
CUST_003136,Karen,Garcia,51,Female,Charlotte,66,170.03,109.8,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,1,7.6,0,1,742,1,0.026,0.447,0
CUST_003137,Sarah,Miller,59,Female,New York,2,62.12,11.7,1,0,DSL,1,0,1,1,0,1,One year,1,Mailed check,0,5.3,15,3,842,0,0.117,0.51,0
CUST_003138,Donna,Garcia,29,Male,Charlotte,7,73.79,66.6,1,0,DSL,1,0,1,0,0,1,One year,0,Electronic check,1,8.1,23,0,729,2,0.05,0.441,1
CUST_003139,Michael,Williams,52,Female,Phoenix,6,50.56,35.4,0,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,2,6.2,3,1,492,1,0.191,0.717,1
CUST_003140,Joseph,White,40,Female,San Antonio,1,81.12,31.5,1,0,Fiber optic,1,0,0,0,0,1,Two year,1,Electronic check,3,8.4,15,5,647,2,-0.033,0.484,1
CUST_003141,David,Martin,57,Female,Charlotte,2,97.91,25.4,1,0,DSL,0,1,0,0,0,0,Two year,0,Bank transfer,2,8.4,1,16,768,1,-0.193,0.746,1
CUST_003142,Karen,Rodriguez,18,Female,Charlotte,1,75.18,183.0,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer,5,7.1,2,4,640,0,0.066,0.568,1
CUST_003143,Mark,Ramirez,43,Male,Chicago,6,133.8,60.7,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Electronic check,1,6.8,38,4,748,2,0.077,0.761,1
CUST_003144,Charles,Perez,35,Male,Los Angeles,36,58.52,45.6,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card,3,8.6,3,10,537,1,0.217,0.478,0
CUST_003145,Sarah,Brown,51,Male,New York,7,60.03,167.0,1,0,DSL,0,0,1,0,1,0,One year,0,Electronic check,2,7.0,4,1,480,0,0.125,0.456,1
CUST_003146,Anthony,Wilson,52,Male,San Diego,2,73.15,65.0,1,0,DSL,0,1,1,0,0,1,Month-to-month,0,Electronic check,3,8.4,26,8,682,0,0.231,0.694,1
CUST_003147,Jennifer,Moore,34,Female,New York,18,80.32,203.1,1,1,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,0,7.6,4,9,462,1,0.075,0.338,1
CUST_003148,Richard,Smith,34,Female,Phoenix,72,73.05,6.9,0,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,7.7,8,5,801,1,-0.053,0.425,0
CUST_003149,Mark,Smith,43,Female,New York,4,39.89,89.9,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer,0,8.2,4,0,604,1,-0.01,0.666,0
CUST_003150,Susan,Gonzalez,31,Female,Phoenix,5,75.57,25.4,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,2,5.7,15,13,714,0,-0.214,0.769,1
CUST_003151,Anthony,Brown,57,Male,New York,64,57.42,91.4,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer,2,6.4,42,4,806,1,-0.03,0.317,0
CUST_003152,Donna,Smith,39,Male,Charlotte,3,52.86,102.9,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,3,8.1,1,1,684,1,0.087,0.589,1
CUST_003153,Lisa,Garcia,18,Male,Los Angeles,12,67.56,18.7,1,0,Fiber optic,0,0,1,0,0,0,Two year,0,Electronic check,2,5.4,19,3,596,1,0.395,0.29,0
CUST_003154,Patricia,Lee,39,Male,Houston,4,45.39,26.4,1,0,Fiber optic,0,0,1,0,1,1,Two year,1,Credit card,6,7.7,10,4,611,1,0.025,0.599,1
CUST_003155,William,Thomas,29,Male,Charlotte,48,42.34,63.4,1,0,DSL,1,0,1,0,1,0,Month-to-month,0,Electronic check,5,8.5,9,0,708,2,0.087,0.603,0
CUST_003156,John,Anderson,20,Male,Fort Worth,71,23.43,4.3,0,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Credit card,2,6.7,11,4,592,1,-0.328,0.699,1
CUST_003157,Karen,Thompson,26,Male,Los Angeles,30,134.14,120.7,1,1,No,0,0,0,0,0,0,Two year,1,Electronic check,2,8.7,20,4,663,0,0.083,0.408,0
CUST_003158,Betty,Gonzalez,46,Male,New York,6,83.29,7.6,0,0,DSL,0,0,0,0,0,1,One year,1,Credit card,4,8.3,14,7,686,2,0.106,0.542,1
CUST_003159,David,Ramirez,64,Female,Jacksonville,9,63.64,141.3,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card,2,5.8,8,12,640,0,0.137,0.578,1
CUST_003160,Mary,Perez,49,Male,Phoenix,4,51.07,17.0,1,0,DSL,1,1,1,0,0,0,Two year,1,Credit card,1,7.3,0,3,476,2,0.114,0.501,0
CUST_003161,Barbara,White,35,Male,Fort Worth,39,21.11,34.7,1,1,DSL,1,0,1,1,0,0,Month-to-month,1,Credit card,0,5.6,6,1,707,4,-0.141,0.696,1
CUST_003162,Richard,Martin,51,Male,Philadelphia,44,49.83,6.5,1,0,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Credit card,1,7.1,27,5,735,0,-0.027,0.641,1
CUST_003163,Richard,White,38,Female,Houston,9,88.8,21.2,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,2,5.8,10,0,586,2,0.072,0.709,1
CUST_003164,Patricia,Thomas,34,Male,Philadelphia,19,97.21,36.7,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card,2,9.2,5,0,712,0,0.012,0.505,1
CUST_003165,Jessica,Martinez,27,Male,Fort Worth,3,86.22,44.4,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Bank transfer,2,6.1,0,7,629,1,-0.007,0.567,0
CUST_003166,Robert,Martin,18,Female,Charlotte,10,71.05,1.0,1,0,Fiber optic,1,0,0,0,0,0,Two year,1,Credit card,3,9.2,41,9,505,1,-0.199,0.466,0
CUST_003167,Sandra,Clark,39,Female,New York,17,112.34,168.9,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Credit card,1,7.6,3,8,623,0,0.125,0.63,1
CUST_003168,Patricia,Martin,47,Female,San Antonio,8,58.47,1.0,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card,1,6.4,13,11,501,2,-0.168,0.735,1
CUST_003169,Lisa,Lopez,43,Male,New York,7,102.93,108.7,1,0,Fiber optic,0,0,0,1,0,0,Two year,1,Credit card,1,8.0,10,1,698,1,0.138,0.498,0
CUST_003170,Richard,Thompson,38,Male,Philadelphia,1,57.18,34.9,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Mailed check,4,8.2,2,4,753,1,-0.13,0.594,1
CUST_003171,Sarah,Perez,30,Male,Charlotte,29,46.88,37.7,1,1,DSL,1,0,0,1,0,0,Month-to-month,0,Credit card,2,6.6,2,4,850,3,-0.03,0.583,1
CUST_003172,Lisa,Thompson,54,Female,Houston,39,44.6,11.6,1,0,Fiber optic,1,0,0,0,0,1,One year,1,Electronic check,0,6.7,33,0,818,3,0.095,0.513,1
CUST_003173,Sandra,Perez,25,Male,Charlotte,62,43.56,46.2,1,1,DSL,1,1,0,0,0,0,One year,1,Electronic check,2,6.4,67,0,801,1,-0.071,0.516,1
CUST_003174,Betty,Gonzalez,56,Male,San Jose,22,86.8,51.4,1,1,Fiber optic,0,1,0,0,0,0,One year,1,Electronic check,1,7.7,5,10,504,1,0.017,0.381,0
CUST_003175,Linda,Sanchez,29,Female,Charlotte,14,49.55,9.3,1,0,Fiber optic,1,0,1,0,1,1,One year,1,Electronic check,2,8.0,8,0,709,2,0.066,0.524,1
CUST_003176,Mary,Martinez,33,Female,Fort Worth,5,44.11,13.5,0,0,DSL,1,0,1,0,1,1,Two year,0,Credit card,0,6.1,8,6,726,4,-0.31,0.635,1
CUST_003177,Jessica,Williams,22,Male,New York,72,88.72,4.7,1,0,Fiber optic,0,0,0,1,0,1,Two year,1,Mailed check,2,8.7,1,2,628,1,0.39,0.303,0
CUST_003178,Lisa,Jones,37,Female,Los Angeles,16,76.03,4.3,1,0,Fiber optic,0,0,0,0,0,0,Two year,0,Electronic check,1,5.8,43,0,531,3,0.064,0.34,1
CUST_003179,Donna,Jones,59,Female,Phoenix,20,98.01,1.0,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Credit card,3,7.9,4,9,723,0,-0.056,0.669,1
CUST_003180,Mark,Smith,52,Male,Los Angeles,20,81.86,16.1,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,0,8.8,6,2,495,1,-0.12,0.58,0
CUST_003181,Barbara,Miller,59,Male,San Antonio,33,49.34,58.9,1,0,DSL,1,0,0,0,1,0,Month-to-month,0,Electronic check,1,6.9,25,6,646,2,-0.148,0.789,1
CUST_003182,Donald,Brown,52,Female,Philadelphia,1,68.75,22.6,1,1,DSL,0,0,0,0,0,0,Two year,1,Mailed check,1,7.3,14,3,733,2,-0.085,0.445,0
CUST_003183,Daniel,Clark,28,Female,Charlotte,4,70.11,25.2,1,0,DSL,0,1,0,1,1,1,Month-to-month,0,Electronic check,1,5.7,4,10,712,0,-0.003,0.564,0
CUST_003184,Daniel,Smith,40,Male,Phoenix,19,46.17,7.1,1,0,DSL,0,1,1,0,1,0,Month-to-month,1,Electronic check,4,5.3,0,3,707,2,0.209,0.664,1
CUST_003185,William,Thompson,33,Male,Columbus,40,42.87,42.1,1,1,Fiber optic,1,0,1,1,0,0,Two year,0,Bank transfer,2,7.4,1,7,659,1,-0.059,0.387,1
CUST_003186,Thomas,Miller,64,Female,Charlotte,20,50.79,21.9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,2,7.6,5,4,606,1,0.063,0.624,0
CUST_003187,Jennifer,Ramirez,27,Female,Charlotte,9,150.6,104.0,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,3,8.3,7,7,628,3,-0.045,0.687,1
CUST_003188,Christopher,Smith,58,Female,Los Angeles,8,56.54,73.9,1,0,DSL,0,0,0,0,1,0,Two year,0,Mailed check,1,8.1,7,0,412,1,-0.347,0.467,0
CUST_003189,Mary,Miller,58,Male,San Antonio,24,109.2,66.5,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,2,6.1,0,2,567,0,0.195,0.606,1
CUST_003190,Matthew,Thomas,72,Male,Houston,24,55.29,17.5,1,0,Fiber optic,0,0,0,0,0,0,Two year,0,Electronic check,2,7.4,0,2,758,0,0.071,0.2,0
CUST_003191,Patricia,Lee,38,Female,Phoenix,16,95.16,49.8,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,1,Electronic check,2,6.8,11,0,672,1,0.092,0.662,0
CUST_003192,William,Jones,55,Male,Houston,6,95.68,20.4,1,1,DSL,0,0,1,1,0,1,Month-to-month,0,Credit card,2,6.5,2,11,800,2,0.114,0.749,0
CUST_003193,Susan,Lee,79,Female,Charlotte,46,97.62,165.7,1,1,DSL,0,1,1,1,0,0,Month-to-month,0,Electronic check,1,8.7,12,1,642,0,0.27,0.505,1
CUST_003194,Joseph,Davis,35,Female,Philadelphia,14,77.88,91.8,1,0,DSL,0,0,0,1,1,0,Two year,1,Credit card,1,8.6,1,7,850,0,0.387,0.268,0
CUST_003195,Joseph,Wilson,21,Male,San Antonio,28,115.69,53.2,1,1,DSL,1,1,0,1,1,0,One year,0,Electronic check,2,9.3,9,3,662,1,0.251,0.454,0
CUST_003196,Susan,Clark,18,Female,Charlotte,4,77.58,212.1,1,1,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer,1,8.5,3,10,810,2,0.087,0.489,1
CUST_003197,Sarah,Lee,55,Male,New York,7,132.34,67.2,1,0,Fiber optic,1,0,0,0,0,0,One year,0,Electronic check,2,5.9,2,6,768,4,0.105,0.626,1
CUST_003198,Anthony,Ramirez,18,Female,San Antonio,37,34.88,18.3,1,0,DSL,1,1,0,0,1,0,Month-to-month,1,Mailed check,2,8.8,2,7,730,2,0.144,0.515,0
CUST_003199,Mary,Sanchez,39,Male,Columbus,1,76.65,6.3,1,0,DSL,0,1,0,0,1,1,One year,1,Electronic check,1,8.6,6,3,815,2,-0.166,0.654,1
CUST_003200,James,Moore,51,Male,Los Angeles,12,74.69,48.6,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,0,Electronic check,2,8.1,9,2,809,0,-0.066,0.539,0
CUST_003201,Donald,Miller,47,Female,Dallas,11,45.85,99.1,1,0,Fiber optic,1,0,0,1,0,0,Two year,0,Credit card,2,7.7,20,3,659,0,-0.092,0.528,1
CUST_003202,David,Williams,51,Female,Los Angeles,25,84.09,132.3,1,1,Fiber optic,1,0,1,0,0,0,One year,1,Mailed check,4,7.9,15,3,664,1,0.075,0.441,0
CUST_003203,Barbara,Martinez,48,Male,Charlotte,5,36.74,43.3,1,1,DSL,1,1,0,0,0,1,Two year,1,Electronic check,2,5.9,2,0,725,3,0.139,0.522,1
CUST_003204,James,Harris,64,Female,Houston,4,51.33,26.3,0,0,Fiber optic,1,0,0,1,0,0,One year,1,Credit card,2,5.4,6,0,843,2,0.337,0.485,0
CUST_003205,Joseph,Anderson,30,Male,Houston,46,29.98,46.2,1,0,Fiber optic,0,1,0,0,1,0,One year,0,Electronic check,1,7.8,0,1,736,0,-0.258,0.562,0
CUST_003206,Thomas,Jones,34,Male,Dallas,15,124.39,117.4,1,1,DSL,1,1,0,0,0,0,One year,1,Electronic check,4,6.0,10,2,838,1,0.078,0.595,1
CUST_003207,Karen,Thomas,33,Male,Los Angeles,1,60.79,29.9,1,0,DSL,1,0,0,0,0,1,One year,0,Electronic check,3,8.4,14,0,717,3,-0.074,0.55,1
CUST_003208,Sarah,Wilson,57,Male,Chicago,3,158.66,61.7,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card,2,7.2,16,3,613,4,0.087,0.793,1
CUST_003209,Dorothy,Smith,58,Male,Phoenix,72,91.94,78.5,1,1,Fiber optic,1,0,0,0,0,0,One year,0,Mailed check,5,7.2,1,4,540,1,0.142,0.521,1
CUST_003210,Matthew,Brown,51,Male,Houston,3,79.78,133.7,0,0,Fiber optic,0,1,1,1,0,0,One year,1,Credit card,4,6.9,8,16,743,2,0.097,0.589,1
CUST_003211,Daniel,Garcia,62,Male,San Antonio,16,52.75,83.1,1,1,DSL,1,1,1,1,0,0,Month-to-month,1,Electronic check,1,6.4,25,0,626,1,0.196,0.519,1
CUST_003212,Sandra,Lewis,27,Male,Dallas,9,43.88,1.1,1,1,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,3,6.9,2,8,754,2,0.132,0.68,1
CUST_003213,Thomas,Jones,70,Male,San Diego,39,82.2,8.6,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,1,8.4,0,6,700,0,-0.033,0.379,0
CUST_003214,Susan,White,67,Female,San Jose,25,64.81,111.0,1,0,Fiber optic,1,1,0,0,0,1,One year,0,Electronic check,2,5.2,3,6,635,2,-0.13,0.522,1
CUST_003215,Sandra,Thompson,56,Male,Chicago,16,39.03,85.4,1,0,DSL,1,0,0,1,0,1,Month-to-month,1,Mailed check,3,8.6,1,9,586,1,-0.009,0.676,1
CUST_003216,Karen,Anderson,71,Female,New York,1,36.35,22.9,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card,4,8.2,0,16,631,1,0.144,0.794,1
CUST_003217,Betty,Thomas,20,Female,Fort Worth,38,45.45,44.0,1,0,DSL,1,0,0,0,1,0,Month-to-month,0,Credit card,1,7.1,3,5,571,0,0.26,0.503,1
CUST_003218,Michael,Thomas,37,Female,Charlotte,10,138.16,206.2,0,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Mailed check,3,7.4,5,10,585,0,0.32,0.722,1
CUST_003219,James,Smith,33,Female,Chicago,48,161.63,234.4,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Mailed check,1,5.9,16,0,424,0,0.324,0.597,0
CUST_003220,Lisa,Ramirez,55,Female,Phoenix,12,72.38,93.2,0,0,Fiber optic,1,0,0,1,0,0,Two year,1,Electronic check,4,8.1,0,1,454,1,0.087,0.319,0
CUST_003221,Christopher,Anderson,29,Male,San Antonio,21,70.78,14.2,0,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card,2,7.0,43,2,693,0,0.027,0.512,1
CUST_003222,Karen,Jackson,56,Male,San Diego,1,58.29,72.5,1,0,DSL,0,0,0,0,0,1,One year,1,Mailed check,2,7.7,0,0,850,2,0.352,0.496,1
CUST_003223,Michael,Davis,65,Female,San Jose,24,45.89,5.4,1,0,Fiber optic,1,1,0,0,1,0,Two year,0,Electronic check,2,8.4,19,1,703,1,0.148,0.441,1
CUST_003224,Donald,Miller,55,Female,New York,7,115.59,175.5,1,1,Fiber optic,0,0,0,0,0,1,Two year,0,Credit card,2,7.7,0,19,699,2,0.297,0.549,0
CUST_003225,John,Martinez,49,Female,Jacksonville,7,141.09,14.3,1,1,Fiber optic,0,1,0,0,0,0,One year,1,Mailed check,2,7.6,3,6,797,0,0.09,0.621,1
CUST_003226,Nancy,Jackson,30,Male,New York,2,46.65,55.0,1,1,DSL,1,0,0,1,1,0,Two year,0,Bank transfer,1,6.6,32,6,697,3,0.134,0.575,1
CUST_003227,Sarah,Clark,32,Female,Philadelphia,2,64.51,54.5,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Credit card,1,6.4,6,3,694,7,-0.254,0.73,1
CUST_003228,Charles,Clark,63,Female,Charlotte,3,55.7,81.4,1,0,DSL,0,1,0,0,1,0,One year,0,Electronic check,3,8.2,5,1,542,0,0.099,0.497,0
CUST_003229,Sarah,Gonzalez,56,Male,Philadelphia,7,56.37,43.7,1,0,DSL,1,1,0,1,0,0,Two year,0,Bank transfer,0,8.2,12,0,677,2,0.146,0.317,0
CUST_003230,Thomas,Johnson,44,Male,Los Angeles,40,107.16,4.6,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,2,8.0,17,3,620,2,0.069,0.647,1
CUST_003231,Karen,Hernandez,38,Female,Charlotte,8,39.46,58.5,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,2,7.3,30,5,666,2,0.141,0.753,1
CUST_003232,Richard,Smith,18,Female,Charlotte,23,80.37,31.0,1,0,Fiber optic,1,1,0,0,0,0,One year,1,Electronic check,1,7.1,29,4,628,0,-0.067,0.316,1
CUST_003233,Elizabeth,Brown,28,Male,Fort Worth,1,89.24,26.1,1,1,DSL,0,0,0,1,0,1,Month-to-month,1,Bank transfer,2,8.6,14,3,628,1,-0.362,0.8,0
CUST_003234,Jessica,Lee,73,Female,Phoenix,16,63.0,273.9,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,3.9,0,0,659,4,0.206,0.434,1
CUST_003235,Patricia,Ramirez,25,Male,Los Angeles,11,95.32,62.6,1,0,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card,0,8.7,4,4,695,1,-0.139,0.513,0
CUST_003236,Betty,Thompson,47,Male,Charlotte,68,70.74,74.8,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,0,Credit card,2,6.1,4,3,584,2,0.354,0.462,0
CUST_003237,Charles,Wilson,60,Male,San Diego,33,108.51,56.3,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Credit card,2,8.4,4,1,652,1,0.096,0.589,0
CUST_003238,David,Wilson,26,Male,Charlotte,10,36.27,68.3,0,0,DSL,0,0,1,1,0,0,Two year,1,Electronic check,1,5.9,1,7,669,0,0.39,0.424,0
CUST_003239,Mary,Ramirez,47,Male,Houston,26,58.0,77.0,1,0,DSL,1,1,0,0,1,1,Month-to-month,0,Mailed check,2,8.0,0,5,694,5,-0.113,0.613,1
CUST_003240,Donna,Thomas,59,Male,Houston,3,64.8,62.0,1,1,Fiber optic,0,0,0,0,1,0,Two year,1,Bank transfer,1,7.8,3,17,796,2,0.023,0.412,1
CUST_003241,Christopher,White,45,Female,Charlotte,14,22.9,250.8,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Electronic check,2,5.7,10,3,784,2,0.007,0.7,1
CUST_003242,Thomas,Jackson,80,Female,San Antonio,1,43.19,30.3,1,0,DSL,1,0,1,0,1,0,Two year,0,Electronic check,2,7.3,0,0,788,0,0.295,0.453,1
CUST_003243,Anthony,Martin,19,Male,Los Angeles,7,48.16,62.8,1,1,Fiber optic,1,0,1,0,1,0,Two year,1,Bank transfer,1,7.1,26,13,754,2,-0.019,0.458,0
CUST_003244,Betty,White,60,Male,Los Angeles,4,97.44,113.5,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Mailed check,1,5.9,30,3,850,2,0.053,0.777,0
CUST_003245,Matthew,Moore,42,Male,San Antonio,22,50.26,24.6,1,0,Fiber optic,0,0,0,0,0,0,Two year,0,Electronic check,4,7.9,11,25,695,0,-0.042,0.517,1
CUST_003246,Robert,Martinez,56,Female,New York,12,48.08,31.3,0,0,Fiber optic,1,1,0,1,0,1,One year,1,Bank transfer,1,7.0,0,3,579,0,0.177,0.528,1
CUST_003247,Richard,Johnson,51,Male,Philadelphia,25,92.48,240.0,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Bank transfer,1,5.8,46,2,850,2,-0.14,0.8,0
CUST_003248,Nancy,Thomas,34,Male,Phoenix,13,34.91,1.5,1,0,DSL,0,0,1,0,0,1,One year,0,Credit card,0,7.5,11,0,696,2,0.223,0.504,0
CUST_003249,Joseph,Gonzalez,48,Female,Columbus,1,29.12,17.8,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,5.8,9,0,850,0,0.018,0.781,0
CUST_003250,Donald,Thomas,18,Female,Houston,23,57.71,36.7,1,1,DSL,1,0,0,1,0,0,Two year,1,Electronic check,2,6.5,7,0,663,1,0.144,0.187,0
CUST_003251,Daniel,Taylor,54,Male,Charlotte,32,37.37,1.0,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card,1,8.0,1,5,838,1,-0.095,0.58,0
CUST_003252,Karen,Jackson,49,Male,Los Angeles,42,37.94,108.2,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,2,7.2,19,3,850,2,-0.042,0.656,1
CUST_003253,William,White,54,Male,Dallas,15,83.88,22.1,1,1,Fiber optic,0,0,0,1,0,1,One year,0,Credit card,1,6.9,8,21,537,0,-0.001,0.44,1
CUST_003254,Barbara,Martin,60,Female,New York,25,94.67,20.8,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Mailed check,2,5.1,0,2,594,3,0.153,0.613,0
CUST_003255,Christopher,Robinson,50,Male,Jacksonville,25,91.43,117.7,1,0,DSL,0,0,0,0,1,0,One year,0,Mailed check,3,6.6,1,0,757,2,-0.16,0.671,1
